Irradiance,AmbientTemp,rload,cload,Inductor,Capacitor,k_sc,VoltageRipple_pp,VoltageRipple_rms,CurrentRipple_pp,CurrentRipple_rms,TimeDelay,Efficiency
900,40,0.005,0.001,0.0007,4e-05,10,0.002237544,0.000642633,1.762253571,0.570160546,0.5724306,92.10206958
800,25,0.002,0.001,0.0007,4e-05,32,0.002514075,0.000744964,1.956121924,0.59559943,0.158745588,92.1289428
800,30,0.002,0.002,0.001,3e-05,10,0.001593859,0.000449349,1.230755491,0.398374814,0.5724306,92.45448553
700,15,0.005,0.005,0.001,3e-05,12,0.001630762,0.000471293,1.251785121,0.401181338,0.212852774,92.50822889
700,40,0.001,0.002,0.0007,4e-05,16,0.002326159,0.000700713,1.818800643,0.573374633,0.143697039,92.52608067
400,35,0.005,0.001,0.0007,3e-05,8,0.002048606,0.00058304,1.672327125,0.549213722,0.351402273,90.87247761
800,35,0.002,0.001,0.0007,4e-05,2,0.002288855,0.001100822,1.835053401,0.917463309,0.813451123,87.99436498
500,25,0.001,0.002,0.0007,3e-05,10,0.002183608,0.000636491,1.746168691,0.565428301,0.5724306,92.99590486
1000,35,0.002,0.002,0.0007,4e-05,12,0.002312547,0.000677134,1.800279079,0.576701197,0.212852774,91.68108715
900,35,0.005,0.005,0.001,4e-05,16,0.001700005,0.000494276,1.27912286,0.403306023,0.143697039,91.62517063
900,30,0.001,0.005,0.001,3e-05,8,0.00148199,0.000411311,1.179544183,0.387127577,0.351402273,73.8256074
500,30,0.002,0.001,0.0007,4e-05,16,0.002438007,0.000759309,1.979633497,0.627492452,0.374476293,93.82082677
1000,30,0.005,0.001,0.001,3e-05,12,0.001665908,0.000475329,1.261593253,0.403723677,0.212852774,91.63294033
500,30,0.001,0.005,0.001,4e-05,16,0.001724877,0.000531475,1.385217546,0.439208225,0.374476293,93.82929569
500,15,0.001,0.002,0.001,3e-05,4,0.001027794,0.000343862,0.853508264,0.316682301,0.893443325,28.00337944
900,30,0.005,0.002,0.001,3e-05,32,0.001824161,0.000523911,1.37251581,0.417864434,0.158745588,91.64676559
400,35,0.002,0.005,0.0007,4e-05,12,0.002214848,0.000666187,1.772806728,0.568434247,0.212852774,93.55425084
600,15,0.005,0.005,0.001,3e-05,12,0.001615524,0.000469873,1.248537105,0.400185555,0.212852774,92.84742156
700,20,0.002,0.005,0.001,4e-05,4,0.001015473,0.000339871,0.84332223,0.314130472,0.893443325,1.857091524
800,30,0.002,0.005,0.001,4e-05,10,0.001592784,0.000449133,1.229812442,0.398314032,0.5724306,92.45624398
600,30,0.001,0.005,0.0007,3e-05,16,0.002305957,0.000698014,1.813449162,0.571743939,0.145569106,92.9594843
500,20,0.001,0.001,0.001,3e-05,32,0.00182634,0.000544051,1.429366794,0.435719568,0.068000629,93.55243942
900,30,0.002,0.002,0.0007,3e-05,4,0.001424404,0.000477407,1.183055351,0.444211236,0.893443325,1.710195902
600,35,0.001,0.002,0.0007,3e-05,2,0.002268572,0.001099289,1.832820669,0.916356868,0.813451123,88.16972905
1000,15,0.002,0.002,0.001,4e-05,2,0.001657652,0.000778037,1.296018946,0.647943104,0.813451123,88.77179769
900,20,0.002,0.001,0.001,4e-05,10,0.001603727,0.000450516,1.233640905,0.399116614,0.5724306,92.24430264
400,40,0.005,0.002,0.0007,3e-05,16,0.002420364,0.000757528,1.975415699,0.626136832,0.374476293,93.82213799
800,15,0.002,0.001,0.001,4e-05,8,0.001489165,0.000411526,1.179490905,0.387185953,0.351402273,92.3431917
800,35,0.005,0.005,0.001,3e-05,2,0.001639737,0.000775993,1.292959587,0.646431606,0.813451123,89.41687569
600,40,0.005,0.005,0.0007,4e-05,8,0.002074803,0.000585297,1.677912122,0.551265994,0.351402273,91.76898099
1000,30,0.002,0.005,0.001,3e-05,4,0.000990891,0.000332177,0.823000681,0.309407998,0.893443325,1.023119046
900,40,0.001,0.002,0.001,4e-05,12,0.001655369,0.000473922,1.25775416,0.402950253,0.212852774,91.9778441
800,30,0.001,0.002,0.001,3e-05,10,0.00159397,0.000449358,1.230776185,0.398382053,0.5724306,92.46992329
500,30,0.001,0.001,0.0007,4e-05,2,0.002247156,0.001093566,1.823448858,0.911673726,0.813451123,87.58204413
500,15,0.005,0.001,0.0007,4e-05,12,0.002239185,0.000668896,1.779785224,0.570245143,0.212852774,93.16986081
400,25,0.001,0.002,0.001,4e-05,8,0.001446029,0.000408102,1.169731535,0.384369221,0.353627144,91.79529044
700,15,0.002,0.005,0.001,4e-05,16,0.00167084,0.000491249,1.272581002,0.401324355,0.143697039,92.47695982
400,30,0.002,0.005,0.001,3e-05,4,0.001012174,0.00033878,0.840575928,0.31350086,0.893443325,34.77538346
800,30,0.001,0.001,0.001,3e-05,16,0.001688679,0.00049333,1.277725648,0.402442947,0.143697039,92.08752527
400,30,0.005,0.005,0.0007,3e-05,2,0.002238249,0.00109453,1.825233057,0.912567833,0.813451123,86.90284508
600,15,0.001,0.001,0.0007,3e-05,16,0.002453986,0.000760935,1.984207508,0.628692666,0.374476293,93.7355339
700,40,0.001,0.001,0.001,3e-05,10,0.001583986,0.000448551,1.229037195,0.397672786,0.5724306,92.68197511
800,25,0.001,0.001,0.0007,3e-05,8,0.002096703,0.000587623,1.685583041,0.553216753,0.351402273,91.91092882
800,30,0.001,0.002,0.0007,4e-05,12,0.002289613,0.000674237,1.792954664,0.574492924,0.212852774,92.24380936
600,25,0.002,0.001,0.001,3e-05,4,0.001016516,0.00034024,0.844179237,0.31435409,0.893443325,2.572110865
400,15,0.001,0.005,0.001,4e-05,8,0.001445794,0.00040804,1.169530985,0.384345289,0.351402273,91.79433126
400,15,0.001,0.002,0.001,3e-05,2,0.001582563,0.000766241,1.277515896,0.638723127,0.813451123,88.9838602
700,20,0.001,0.001,0.001,3e-05,16,0.001672716,0.000491695,1.274168577,0.401399041,0.143697039,92.493008
900,20,0.005,0.001,0.001,3e-05,10,0.001603794,0.000450532,1.233939713,0.399106788,0.5724306,92.19606919
400,15,0.002,0.005,0.001,4e-05,10,0.001536399,0.000444256,1.217977632,0.394668138,0.5724306,93.33065421
500,20,0.005,0.002,0.001,3e-05,4,0.001027122,0.000343643,0.85295256,0.316544915,0.893443325,16.615273
700,30,0.001,0.002,0.001,4e-05,10,0.001582608,0.000448255,1.227823839,0.397594137,0.5724306,92.68750292
800,20,0.005,0.002,0.0007,3e-05,12,0.002289858,0.000674274,1.793411099,0.574476524,0.212852774,92.17142489
900,15,0.002,0.001,0.001,3e-05,10,0.001604191,0.000450569,1.234026811,0.399133168,0.5724306,92.24449631
600,35,0.005,0.002,0.0007,4e-05,12,0.002257773,0.00067063,1.783947776,0.571742861,0.212852774,92.82184654
500,25,0.005,0.002,0.001,4e-05,32,0.001825311,0.000543938,1.42867417,0.435689809,0.068000629,93.5027418
500,25,0.005,0.002,0.001,3e-05,12,0.00159816,0.000468453,1.245396321,0.399121097,0.212852774,93.20225452
600,35,0.002,0.001,0.001,3e-05,32,0.001845012,0.000545671,1.433195435,0.436827346,0.068000629,93.21001117
700,15,0.002,0.005,0.0007,4e-05,2,0.002286792,0.001103852,1.840264231,0.920074969,0.813451123,88.43340289
700,20,0.005,0.001,0.001,4e-05,2,0.001619691,0.000770069,1.283274207,0.641593501,0.813451123,89.20521451
500,20,0.002,0.002,0.0007,4e-05,32,0.002560211,0.000776533,2.041024925,0.622436826,0.068000629,93.59735435
700,40,0.001,0.005,0.001,4e-05,10,0.001582043,0.000448106,1.227314621,0.397552683,0.5724306,92.68912463
400,15,0.005,0.002,0.0007,3e-05,4,0.001443579,0.000483304,1.198883829,0.447915533,0.893443325,35.08514128
700,15,0.005,0.005,0.0007,4e-05,2,0.002286667,0.001103792,1.840164091,0.920024816,0.813451123,88.37979501
900,25,0.005,0.001,0.001,3e-05,8,0.0014788,0.000411167,1.17946019,0.386989997,0.351402273,61.21021076
1000,30,0.002,0.002,0.001,3e-05,10,0.001611115,0.000451125,1.235123913,0.399682246,0.5724306,92.06241193
700,35,0.002,0.005,0.0007,4e-05,12,0.00227407,0.000672268,1.787898196,0.573133287,0.212852774,92.53675751
700,25,0.001,0.005,0.0007,4e-05,12,0.002274145,0.000672274,1.787908954,0.573139263,0.212852774,92.55365592
1000,25,0.001,0.002,0.0007,4e-05,32,0.002543667,0.000748563,1.964698568,0.59827996,0.158745588,91.41427223
500,40,0.002,0.002,0.001,3e-05,4,0.001027662,0.000343819,0.853399618,0.316655552,0.893443325,24.30387272
700,25,0.002,0.001,0.001,4e-05,10,0.001583425,0.00044849,1.228634479,0.397650277,0.5724306,92.66722131
1000,35,0.005,0.002,0.001,4e-05,2,0.001657564,0.000778003,1.295964575,0.647915448,0.813451123,88.69666795
500,30,0.005,0.005,0.001,3e-05,2,0.001599589,0.000769372,1.282528451,0.641227512,0.813451123,89.50426958
500,25,0.002,0.002,0.001,4e-05,32,0.001825502,0.000543952,1.428701768,0.435699889,0.068000629,93.53949177
1000,40,0.005,0.005,0.001,3e-05,32,0.001836171,0.000525207,1.375285163,0.418750744,0.158745588,91.2912744
500,15,0.001,0.002,0.0007,3e-05,32,0.002560927,0.000776581,2.041576994,0.622444186,0.068000629,93.60988661
800,30,0.001,0.002,0.0007,4e-05,16,0.002343776,0.000702431,1.823719108,0.574862414,0.145569106,92.11715309
800,25,0.005,0.002,0.0007,3e-05,8,0.002095037,0.000587428,1.684704378,0.553096255,0.351402273,91.86557749
500,30,0.005,0.005,0.0007,3e-05,2,0.002255662,0.001097798,1.830508799,0.915203678,0.813451123,87.81010569
800,15,0.005,0.001,0.001,4e-05,12,0.001644963,0.000473026,1.255898571,0.402166393,0.212852774,92.18568079
800,25,0.002,0.001,0.001,3e-05,12,0.001645699,0.000473102,1.256320063,0.402194515,0.212852774,92.24027392
900,15,0.005,0.002,0.0007,3e-05,2,0.002309542,0.001107427,1.845924675,0.922891798,0.813451123,88.06249817
900,20,0.001,0.005,0.0007,4e-05,32,0.002529146,0.000746671,1.959814284,0.596956879,0.158745588,91.76559194
1000,20,0.001,0.001,0.001,3e-05,10,0.001612366,0.000451439,1.236189596,0.399764053,0.5724306,92.07378341
700,40,0.005,0.001,0.0007,4e-05,16,0.002327276,0.00070107,1.819888065,0.57342775,0.143697039,92.44775743
1000,35,0.002,0.002,0.0007,3e-05,16,0.002372688,0.000706473,1.83294881,0.577487757,0.143697039,91.36295349
800,15,0.002,0.002,0.001,3e-05,32,0.00180984,0.000522418,1.369158461,0.416887459,0.158745588,92.09366292
600,15,0.002,0.005,0.001,4e-05,12,0.001615245,0.000469833,1.248183327,0.400184257,0.212852774,92.89281862
900,25,0.001,0.002,0.001,3e-05,2,0.001647858,0.000776411,1.29347175,0.646680049,0.813451123,89.09046079
800,25,0.005,0.002,0.001,3e-05,4,0.001002371,0.000335738,0.832487829,0.311576111,0.893443325,1.408201089
900,20,0.002,0.005,0.0007,4e-05,4,0.001429685,0.000478997,1.187425519,0.445182636,0.893443325,1.733649232
900,25,0.005,0.001,0.001,4e-05,32,0.001824275,0.00052399,1.372668013,0.417883655,0.158745588,91.64729933
900,35,0.002,0.005,0.0007,3e-05,2,0.00231474,0.00110999,1.850197961,0.925029361,0.813451123,88.30766105
1000,25,0.002,0.005,0.0007,3e-05,10,0.002244991,0.000643167,1.76349808,0.570924451,0.5724306,91.97737511
600,25,0.002,0.001,0.0007,3e-05,32,0.002582008,0.000778823,2.047409391,0.624055606,0.068000629,93.25887846
1000,40,0.001,0.002,0.001,4e-05,12,0.001664778,0.000474972,1.260229878,0.403685423,0.212852774,91.71803475
900,35,0.001,0.002,0.001,4e-05,12,0.001655369,0.000473922,1.25775416,0.402950253,0.212852774,91.9778441
1000,30,0.005,0.005,0.001,3e-05,12,0.001663977,0.000474755,1.259829868,0.403620301,0.212852774,91.64012537
500,25,0.005,0.002,0.0007,4e-05,8,0.002062389,0.000584196,1.675002894,0.550279456,0.351402273,91.48943249
900,40,0.001,0.005,0.001,3e-05,4,0.001000146,0.000335024,0.830653999,0.311180073,0.893443325,1.19625401
400,35,0.001,0.002,0.0007,4e-05,10,0.002163367,0.000634526,1.74066597,0.563875142,0.5724306,93.1603563
400,25,0.002,0.002,0.001,3e-05,16,0.001709425,0.000530322,1.382699145,0.438294352,0.374476293,93.84849829
700,40,0.002,0.001,0.0007,3e-05,2,0.002276516,0.001098755,1.831763157,0.915823929,0.813451123,88.05281307
1000,35,0.005,0.005,0.0007,4e-05,4,0.001414328,0.0004743,1.174724577,0.442278964,0.893443325,1.47159529
900,25,0.002,0.002,0.001,4e-05,16,0.001700872,0.000494478,1.27972704,0.403349138,0.143697039,91.69023727
800,30,0.001,0.002,0.001,4e-05,32,0.001809479,0.000522396,1.368813565,0.416889193,0.158745588,92.11422453
400,40,0.005,0.002,0.0007,4e-05,2,0.002235169,0.001092996,1.822675116,0.91128889,0.813451123,86.81857233
500,25,0.001,0.001,0.001,3e-05,8,0.00146078,0.000409187,1.173211821,0.385262067,0.351402273,92.21690316
500,35,0.002,0.002,0.001,3e-05,32,0.001825957,0.000543981,1.429080358,0.435701705,0.068000629,93.53959618
600,25,0.001,0.001,0.001,3e-05,32,0.001845098,0.000545678,1.433209389,0.436831951,0.068000629,93.22397925
700,25,0.001,0.002,0.001,4e-05,16,0.001671415,0.000491127,1.273052022,0.401352798,0.145569106,92.49566818
900,25,0.005,0.001,0.001,3e-05,2,0.001642002,0.000773541,1.288688254,0.644286468,0.813451123,88.70038413
400,15,0.005,0.002,0.001,3e-05,10,0.001537115,0.000444399,1.21867452,0.394706265,0.5724306,93.30140193
1000,35,0.002,0.002,0.001,3e-05,10,0.001611115,0.000451125,1.235123913,0.399682246,0.5724306,92.06241193
700,20,0.005,0.002,0.0007,3e-05,16,0.002326597,0.000700419,1.819291375,0.573370146,0.145569106,92.45082049
600,25,0.001,0.005,0.001,3e-05,12,0.001615746,0.000469887,1.248559943,0.400197926,0.212852774,92.90827749
1000,40,0.001,0.002,0.001,4e-05,10,0.00161079,0.000451086,1.234766582,0.399675563,0.5724306,92.07913597
500,40,0.002,0.002,0.0007,3e-05,10,0.00218355,0.000636488,1.746162666,0.565423912,0.5724306,92.9840473
900,15,0.002,0.002,0.001,4e-05,2,0.001647461,0.000776214,1.293144591,0.646516383,0.813451123,89.06758989
500,30,0.002,0.005,0.001,4e-05,32,0.001825298,0.000543909,1.428524497,0.435688129,0.068000629,93.53734337
900,15,0.001,0.001,0.001,3e-05,8,0.001481146,0.000411381,1.179918914,0.387108103,0.353627144,67.42589546
400,40,0.001,0.002,0.0007,3e-05,10,0.002164024,0.000634601,1.741213327,0.563898421,0.5724306,93.16089324
1000,20,0.002,0.001,0.001,3e-05,16,0.001714057,0.000496176,1.284044694,0.404277425,0.143697039,91.33839112
1000,15,0.002,0.002,0.001,3e-05,32,0.001836837,0.000525308,1.375680131,0.418784226,0.158745588,91.36177517
1000,20,0.001,0.002,0.001,4e-05,12,0.001664778,0.000474972,1.260229878,0.403685423,0.212852774,91.71803475
900,15,0.001,0.002,0.0007,3e-05,12,0.002302694,0.000675844,1.797356046,0.57567782,0.212852774,91.9601883
700,25,0.001,0.005,0.001,4e-05,2,0.001627054,0.000773709,1.289345024,0.644629635,0.813451123,89.65865419
1000,20,0.002,0.002,0.001,3e-05,12,0.001665099,0.00047501,1.260578076,0.403687728,0.212852774,91.69794943
500,35,0.005,0.002,0.001,3e-05,16,0.001632804,0.000487873,1.265769769,0.399040119,0.143697039,93.31126622
400,35,0.002,0.005,0.0007,4e-05,8,0.002047085,0.000582833,1.670970498,0.549084894,0.353627144,90.89818842
700,20,0.001,0.005,0.0007,4e-05,10,0.002213069,0.000639445,1.753392073,0.567951251,0.5724306,92.57749727
800,15,0.002,0.005,0.0007,3e-05,12,0.00228918,0.000674019,1.792623119,0.574441203,0.212852774,92.22729072
1000,40,0.005,0.001,0.001,4e-05,8,0.001469144,0.000410481,1.177266123,0.386463378,0.351402273,36.65125767
500,20,0.005,0.002,0.001,4e-05,2,0.001597197,0.000768183,1.280545438,0.640235978,0.813451123,89.40066944
700,35,0.002,0.002,0.0007,4e-05,12,0.002274958,0.000672524,1.788664298,0.573188453,0.212852774,92.53558274
600,30,0.005,0.005,0.001,3e-05,10,0.001569426,0.000446982,1.22486009,0.396692521,0.5724306,92.86480329
1000,30,0.005,0.001,0.001,3e-05,16,0.001713768,0.000496149,1.283992077,0.404259829,0.143697039,91.2687073
900,30,0.002,0.002,0.001,3e-05,8,0.001481108,0.000411334,1.179581654,0.387092082,0.353627144,69.35769924
700,30,0.005,0.002,0.001,3e-05,8,0.001481887,0.00041078,1.17726553,0.386578665,0.351402273,92.39460336
500,20,0.002,0.002,0.0007,4e-05,16,0.002437458,0.000758804,1.979208829,0.627461419,0.369126,93.81905074
400,25,0.005,0.001,0.0007,4e-05,16,0.002420127,0.000757216,1.9751673,0.626153007,0.369126,93.8237264
900,35,0.005,0.002,0.0007,4e-05,4,0.001420998,0.00047636,1.180233859,0.443473235,0.893443325,1.698324991
900,20,0.005,0.001,0.0007,3e-05,2,0.002301097,0.001103255,1.838968156,0.919412176,0.813451123,87.76374118
900,30,0.002,0.001,0.0007,3e-05,2,0.002301239,0.001103317,1.83907081,0.919463841,0.813451123,87.83125148
800,15,0.005,0.002,0.0007,3e-05,12,0.002289858,0.000674274,1.793411099,0.574476524,0.212852774,92.17142489
800,15,0.002,0.002,0.0007,3e-05,4,0.001436826,0.000481251,1.193328187,0.446601658,0.893443325,2.070839069
800,35,0.002,0.002,0.001,4e-05,12,0.001644189,0.000472739,1.254995977,0.40212635,0.212852774,92.24495195
400,20,0.001,0.005,0.0007,4e-05,32,0.002535961,0.000774138,2.034904468,0.620666705,0.068000629,93.96296706
500,35,0.005,0.001,0.001,4e-05,32,0.001825629,0.000544002,1.428951285,0.435704374,0.068000629,93.50316362
800,30,0.001,0.001,0.001,4e-05,32,0.001809988,0.000522496,1.369280727,0.416910345,0.158745588,92.11448558
400,30,0.005,0.002,0.0007,4e-05,2,0.002235169,0.001092996,1.822675116,0.91128889,0.813451123,86.81857233
500,20,0.001,0.002,0.0007,3e-05,4,0.001466927,0.000490834,1.218216132,0.452597008,0.893443325,35.48828469
400,20,0.002,0.001,0.0007,4e-05,10,0.002164247,0.000634757,1.74143516,0.563940969,0.5724306,93.14713223
600,25,0.005,0.005,0.0007,4e-05,4,0.001461996,0.000489247,1.214140631,0.451519015,0.893443325,4.267890815
500,15,0.005,0.001,0.0007,3e-05,16,0.002438471,0.00075936,1.980174657,0.627485033,0.374476293,93.79915652
800,35,0.002,0.002,0.001,3e-05,8,0.001490299,0.000411575,1.179280297,0.387173871,0.353627144,92.38979224
800,35,0.002,0.005,0.0007,3e-05,2,0.002301529,0.001107103,1.84552789,0.92270158,0.813451123,88.42354162
1000,30,0.001,0.002,0.0007,3e-05,10,0.002246184,0.000643456,1.764460126,0.571012724,0.5724306,91.99230122
900,30,0.002,0.005,0.0007,3e-05,8,0.002087342,0.000587236,1.684637339,0.553025207,0.351402273,71.57674288
400,30,0.002,0.002,0.001,3e-05,2,0.001582543,0.000766231,1.277499977,0.638715164,0.813451123,88.97331584
600,15,0.002,0.001,0.001,4e-05,4,0.00101614,0.000340126,0.843865711,0.314219025,0.893443325,2.572599507
1000,30,0.001,0.002,0.0007,4e-05,2,0.002320928,0.001109785,1.849726753,0.924782799,0.813451123,87.95232887
400,30,0.001,0.002,0.0007,3e-05,10,0.002164024,0.000634601,1.741213327,0.563898421,0.5724306,93.16089324
600,25,0.005,0.005,0.0007,4e-05,10,0.002198597,0.000637908,1.749397549,0.56669937,0.5724306,92.73786462
800,15,0.002,0.002,0.001,3e-05,16,0.001687654,0.000493049,1.276867029,0.402396398,0.143697039,92.06972089
600,35,0.002,0.005,0.001,3e-05,4,0.001023668,0.000342514,0.85009986,0.315839823,0.893443325,2.849321891
1000,15,0.002,0.002,0.001,4e-05,8,0.001471763,0.000410599,1.177465503,0.386563049,0.351402273,40.0096583
400,30,0.005,0.001,0.001,4e-05,4,0.00101147,0.000338572,0.839991423,0.313313402,0.893443325,34.72599353
500,15,0.005,0.005,0.001,4e-05,8,0.001459321,0.000409,1.172115443,0.385146192,0.351402273,92.18640538
900,25,0.002,0.005,0.0007,3e-05,12,0.002301526,0.000675529,1.796415274,0.575605396,0.212852774,91.94263484
900,25,0.002,0.005,0.0007,4e-05,10,0.002235397,0.000642004,1.76008956,0.570020521,0.5724306,92.15906934
400,40,0.005,0.002,0.0007,4e-05,8,0.002047326,0.000582887,1.671263893,0.549114274,0.353627144,90.87306361
800,30,0.005,0.005,0.0007,4e-05,4,0.001438882,0.000481864,1.195028322,0.446955055,0.893443325,2.08609958
400,30,0.001,0.001,0.001,4e-05,2,0.001579406,0.00076467,1.27489504,0.63741271,0.813451123,88.84183631
800,40,0.001,0.005,0.0007,3e-05,2,0.002301573,0.001107123,1.845561793,0.92271858,0.813451123,88.44381002
1000,30,0.002,0.005,0.001,3e-05,10,0.001610424,0.00045094,1.234486412,0.399633218,0.5724306,92.06445089
600,15,0.005,0.002,0.0007,3e-05,32,0.002581191,0.000778685,2.046889651,0.624007895,0.068000629,93.2169785
500,30,0.002,0.002,0.0007,3e-05,16,0.002438157,0.000758872,1.979791207,0.627471098,0.369126,93.81961935
900,30,0.001,0.002,0.0007,4e-05,10,0.002236518,0.000642275,1.760990538,0.570103727,0.5724306,92.1733357
400,35,0.002,0.002,0.0007,3e-05,32,0.002536828,0.000774236,2.035655154,0.620686586,0.068000629,93.95488869
800,25,0.002,0.001,0.001,3e-05,16,0.00168862,0.000493325,1.277717468,0.402439592,0.143697039,92.06684591
1000,35,0.005,0.005,0.0007,4e-05,32,0.002542675,0.000748406,1.964106544,0.598218753,0.158745588,91.32067182
600,25,0.001,0.002,0.001,4e-05,8,0.001471635,0.000409953,1.174778323,0.385918293,0.351402273,92.38924329
800,40,0.005,0.001,0.001,3e-05,4,0.000996326,0.000333897,0.827482132,0.310346835,0.893443325,1.375544527
600,15,0.002,0.001,0.0007,4e-05,2,0.002262089,0.001096066,1.827445445,0.913669134,0.813451123,87.946825
1000,35,0.005,0.001,0.001,3e-05,2,0.001651562,0.000775072,1.291080148,0.645470723,0.813451123,88.36942134
700,15,0.002,0.002,0.0007,3e-05,4,0.0014489,0.000485057,1.203312365,0.448968568,0.893443325,2.682457486
600,15,0.005,0.001,0.001,3e-05,2,0.001607633,0.000768505,1.280871618,0.640396211,0.813451123,89.30995448
800,25,0.002,0.002,0.001,3e-05,8,0.001490299,0.000411575,1.179280297,0.387173871,0.353627144,92.38979224
1000,20,0.005,0.001,0.001,3e-05,16,0.001713768,0.000496149,1.283992077,0.404259829,0.143697039,91.2687073
800,20,0.002,0.002,0.001,4e-05,32,0.001809415,0.000522391,1.368804493,0.41688577,0.158745588,92.09361342
1000,40,0.002,0.002,0.001,4e-05,32,0.001836411,0.00052528,1.375324887,0.418782528,0.158745588,91.3617333
400,15,0.005,0.001,0.0007,4e-05,4,0.001442725,0.000483053,1.198174115,0.447674238,0.893443325,35.05855048
400,15,0.001,0.002,0.001,3e-05,8,0.001446518,0.00040815,1.170139367,0.384398196,0.353627144,91.79617551
1000,40,0.005,0.002,0.0007,4e-05,2,0.002320727,0.001109699,1.849584613,0.924711117,0.813451123,87.85342414
400,40,0.005,0.005,0.001,3e-05,4,0.001012093,0.000338755,0.840509546,0.31348657,0.893443325,34.76715651
700,35,0.005,0.002,0.0007,3e-05,4,0.001446598,0.000484325,1.201407716,0.448516334,0.893443325,2.652551208
400,40,0.005,0.001,0.0007,3e-05,10,0.002164786,0.000634828,1.741976744,0.563955767,0.5724306,93.1173045
1000,35,0.001,0.002,0.001,3e-05,12,0.001665226,0.000475022,1.260603059,0.403696192,0.212852774,91.71815686
500,15,0.001,0.005,0.001,4e-05,8,0.001459557,0.000409015,1.172144039,0.385159488,0.351402273,92.22183893
800,15,0.005,0.005,0.001,4e-05,32,0.001808905,0.000522311,1.36848582,0.416860405,0.158745588,92.03093354
1000,40,0.005,0.002,0.001,4e-05,4,0.000983843,0.000330066,0.817164293,0.3079629,0.893443325,1.003662494
800,25,0.005,0.001,0.001,4e-05,2,0.001631138,0.000771748,1.285879488,0.642890364,0.813451123,88.9877402
800,25,0.005,0.005,0.001,4e-05,4,0.001005625,0.000336738,0.83517937,0.312182533,0.893443325,1.429298952
1000,30,0.005,0.001,0.0007,4e-05,4,0.001397255,0.000469299,1.160585692,0.43893342,0.893443325,1.422807029
700,30,0.005,0.002,0.001,4e-05,16,0.001671245,0.000491116,1.27303655,0.401343776,0.145569106,92.42043119
600,20,0.005,0.001,0.0007,3e-05,2,0.002262493,0.001096271,1.827786781,0.913839738,0.813451123,87.90073894
500,40,0.001,0.005,0.001,4e-05,8,0.001459557,0.000409015,1.172144039,0.385159488,0.351402273,92.22183893
900,20,0.001,0.005,0.0007,4e-05,8,0.00208726,0.00058722,1.684205918,0.553028867,0.351402273,73.63511164
900,40,0.002,0.005,0.0007,3e-05,12,0.002301526,0.000675529,1.796415274,0.575605396,0.212852774,91.94263484
500,15,0.005,0.005,0.001,3e-05,8,0.001459811,0.000409048,1.17252425,0.385175218,0.351402273,92.18710192
600,20,0.005,0.005,0.001,3e-05,10,0.001569426,0.000446982,1.22486009,0.396692521,0.5724306,92.86480329
800,35,0.005,0.001,0.0007,4e-05,16,0.002344958,0.000702817,1.824913485,0.574913995,0.145569106,92.03173408
800,25,0.001,0.001,0.001,3e-05,12,0.001645796,0.00047311,1.256336952,0.40220033,0.212852774,92.25857934
700,35,0.001,0.002,0.001,3e-05,32,0.00179295,0.000520772,1.36550065,0.415814371,0.158745588,92.52199653
400,20,0.002,0.002,0.0007,3e-05,16,0.002420522,0.000757533,1.975423383,0.626145039,0.374476293,93.84120472
500,25,0.002,0.005,0.001,3e-05,4,0.00102813,0.000343968,0.85378691,0.316749662,0.893443325,35.18210406
500,35,0.001,0.005,0.0007,3e-05,2,0.002255822,0.001097877,1.830639971,0.915269291,0.813451123,87.86148631
900,20,0.005,0.005,0.001,4e-05,16,0.001700005,0.000494276,1.27912286,0.403306023,0.143697039,91.62517063
1000,30,0.002,0.005,0.0007,4e-05,12,0.002311426,0.00067681,1.799299291,0.576636133,0.212852774,91.68306779
500,15,0.001,0.002,0.001,4e-05,16,0.001725106,0.000531531,1.385391599,0.439219553,0.374476293,93.83253019
500,35,0.002,0.005,0.0007,3e-05,10,0.002182884,0.000636317,1.74559506,0.565372577,0.5724306,92.98450987
400,25,0.001,0.005,0.0007,3e-05,16,0.00242028,0.000757461,1.975209081,0.626126775,0.374476293,93.84368488
800,15,0.005,0.001,0.001,4e-05,32,0.001809727,0.000522474,1.36924182,0.416896484,0.158745588,92.03228805
900,35,0.002,0.001,0.001,3e-05,2,0.001642083,0.000773573,1.288740145,0.644312757,0.813451123,88.76885218
800,15,0.005,0.005,0.0007,3e-05,12,0.002288893,0.000673995,1.792571703,0.574417667,0.212852774,92.17314865
700,20,0.002,0.005,0.0007,3e-05,2,0.002287321,0.001104116,1.840705172,0.920295429,0.813451123,88.43338964
400,15,0.002,0.001,0.001,4e-05,2,0.001579386,0.00076466,1.274879442,0.637404907,0.813451123,88.83130766
600,25,0.001,0.001,0.0007,3e-05,10,0.002201574,0.000638523,1.75172228,0.56689299,0.5724306,92.78482519
500,35,0.001,0.005,0.001,4e-05,2,0.001599302,0.000769227,1.282286378,0.641106513,0.813451123,89.5570633
1000,15,0.001,0.001,0.001,3e-05,4,0.000979668,0.000328862,0.813706879,0.307163909,0.893443325,0.99171523
900,40,0.005,0.002,0.0007,3e-05,10,0.002236639,0.000642297,1.761411418,0.570079493,0.5724306,92.10873914
600,25,0.001,0.002,0.001,4e-05,2,0.001611306,0.000770323,1.283903647,0.641912473,0.813451123,89.58024018
