Irradiance,AmbientTemp,rload,cload,Inductor,Capacitor,k_sc,VoltageRipple_pp,VoltageRipple_rms,CurrentRipple_pp,CurrentRipple_rms,TimeDelay,Efficiency
600,30,0.002,0.005,0.001,3e-05,10,0.001569652,0.000446998,1.224890654,0.396705833,0.5724306,92.90392324
400,35,0.005,0.001,0.0007,3e-05,10,0.002164786,0.000634828,1.741976744,0.563955767,0.5724306,93.1173045
500,35,0.005,0.001,0.0007,4e-05,4,0.001462995,0.00048959,1.214957661,0.451719865,0.893443325,15.5348375
400,15,0.001,0.005,0.001,3e-05,32,0.001803892,0.000542182,1.424772517,0.434465872,0.068000629,93.89162541
700,25,0.002,0.001,0.001,3e-05,10,0.001583888,0.000448543,1.22901936,0.39766675,0.5724306,92.66745366
600,40,0.005,0.001,0.0007,4e-05,8,0.002076078,0.000585549,1.67903636,0.551394046,0.353627144,91.75871502
600,40,0.005,0.002,0.0007,3e-05,10,0.002200014,0.000638179,1.750599132,0.56677971,0.5724306,92.73693292
400,20,0.001,0.002,0.001,4e-05,2,0.001582196,0.000766057,1.277209859,0.638570116,0.813451123,88.98387694
700,15,0.005,0.005,0.0007,3e-05,8,0.002086586,0.00058642,1.681434037,0.552229898,0.351402273,91.89217217
1000,25,0.002,0.005,0.0007,4e-05,16,0.002371052,0.000706121,1.83155016,0.577430361,0.143697039,91.36378883
400,30,0.001,0.005,0.001,4e-05,8,0.001445794,0.00040804,1.169530985,0.384345289,0.351402273,91.79433126
600,15,0.001,0.002,0.0007,3e-05,16,0.002453369,0.00076078,1.983725821,0.628664536,0.374476293,93.73402481
500,25,0.002,0.002,0.001,3e-05,4,0.001027662,0.000343819,0.853399618,0.316655552,0.893443325,24.30387272
1000,25,0.002,0.002,0.001,3e-05,32,0.001836837,0.000525308,1.375680131,0.418784226,0.158745588,91.36177517
400,25,0.005,0.002,0.0007,4e-05,4,0.001443048,0.000483141,1.198441144,0.447723043,0.893443325,35.09192285
800,25,0.005,0.005,0.001,4e-05,10,0.001592456,0.000449107,1.229755217,0.398292947,0.5724306,92.41065614
1000,15,0.005,0.001,0.0007,3e-05,8,0.002074917,0.000586323,1.682270094,0.552176509,0.353627144,36.59213632
500,20,0.001,0.001,0.0007,3e-05,8,0.002064034,0.000584397,1.676216077,0.550407786,0.351402273,91.52491821
400,30,0.005,0.002,0.001,4e-05,4,0.001011638,0.000338619,0.840130514,0.313339918,0.893443325,34.75758046
400,40,0.002,0.005,0.0007,4e-05,4,0.001443367,0.000483233,1.198705405,0.447772701,0.893443325,35.11903387
700,20,0.001,0.002,0.0007,4e-05,2,0.002282782,0.001101862,1.836944749,0.918415089,0.813451123,88.30946439
1000,30,0.001,0.002,0.001,3e-05,2,0.001658054,0.000778234,1.29634757,0.648107562,0.813451123,88.79685167
600,35,0.002,0.002,0.0007,4e-05,16,0.002306016,0.00069815,1.81353514,0.571772169,0.145569106,92.94260461
500,20,0.002,0.005,0.001,4e-05,8,0.001459497,0.000409011,1.17213684,0.385156129,0.351402273,92.21294252
500,15,0.002,0.005,0.0007,4e-05,12,0.002237488,0.000668382,1.778254858,0.570138578,0.212852774,93.21375466
800,15,0.005,0.001,0.001,3e-05,8,0.001487914,0.000411507,1.179876192,0.387177663,0.351402273,92.27014711
700,30,0.002,0.001,0.001,3e-05,32,0.001793368,0.00052086,1.365913042,0.415832773,0.158745588,92.50308412
600,15,0.002,0.002,0.0007,4e-05,16,0.002306016,0.00069815,1.81353514,0.571772169,0.145569106,92.94260461
400,40,0.002,0.005,0.0007,3e-05,16,0.002420232,0.000757465,1.975221226,0.626128582,0.374476293,93.83731757
800,35,0.001,0.002,0.0007,3e-05,12,0.002290251,0.000674309,1.793485582,0.574508246,0.212852774,92.24401337
1000,15,0.002,0.001,0.001,4e-05,4,0.000978581,0.000328532,0.812805341,0.306895537,0.893443325,0.989685456
700,35,0.001,0.005,0.0007,4e-05,10,0.002213069,0.000639445,1.753392073,0.567951251,0.5724306,92.57749727
400,15,0.005,0.002,0.0007,3e-05,16,0.002420364,0.000757528,1.975415699,0.626136832,0.374476293,93.82213799
600,20,0.002,0.005,0.0007,3e-05,4,0.001464504,0.00049005,1.216219942,0.45210719,0.893443325,4.384299157
400,30,0.005,0.002,0.001,4e-05,32,0.001803437,0.000542178,1.42452112,0.434466467,0.068000629,93.85233623
900,35,0.001,0.005,0.0007,4e-05,8,0.00208726,0.00058722,1.684205918,0.553028867,0.351402273,73.63511164
900,20,0.005,0.002,0.001,4e-05,8,0.001478885,0.000411166,1.178836811,0.386973129,0.353627144,64.27995095
900,40,0.002,0.002,0.0007,4e-05,16,0.002358968,0.000704682,1.828261736,0.576227571,0.143697039,91.71441779
1000,25,0.001,0.001,0.001,3e-05,32,0.00183751,0.000525429,1.376242713,0.418810377,0.158745588,91.38636887
800,40,0.001,0.002,0.0007,3e-05,16,0.002344384,0.000702491,1.824224911,0.57487059,0.145569106,92.1172831
1000,30,0.005,0.005,0.0007,3e-05,12,0.00231167,0.000676842,1.799741986,0.576616173,0.212852774,91.62340304
800,15,0.001,0.001,0.001,4e-05,8,0.001489669,0.000411546,1.179494848,0.387197142,0.351402273,92.36566361
700,15,0.002,0.005,0.0007,3e-05,8,0.002086867,0.000586444,1.68148241,0.552251656,0.351402273,91.92775132
700,15,0.005,0.002,0.001,3e-05,4,0.001011095,0.000338485,0.839700977,0.313295194,0.893443325,1.800488179
700,40,0.005,0.002,0.001,3e-05,2,0.001624609,0.000772504,1.287336551,0.643625063,0.813451123,89.44387544
600,30,0.005,0.005,0.0007,4e-05,4,0.001461996,0.000489247,1.214140631,0.451519015,0.893443325,4.267890815
900,30,0.001,0.002,0.0007,3e-05,12,0.002302694,0.000675844,1.797356046,0.57567782,0.212852774,91.9601883
500,15,0.005,0.002,0.0007,4e-05,12,0.002238062,0.000668574,1.778833569,0.570175123,0.212852774,93.1733352
900,25,0.002,0.002,0.001,3e-05,32,0.001824411,0.000523933,1.372555599,0.417878403,0.158745588,91.71255974
700,15,0.005,0.005,0.001,4e-05,4,0.001013889,0.000339362,0.842011955,0.313814273,0.893443325,1.836787484
500,25,0.005,0.002,0.0007,3e-05,10,0.002183377,0.000636477,1.746144316,0.565410783,0.5724306,92.94869539
500,25,0.001,0.001,0.0007,4e-05,4,0.001464448,0.000490059,1.21616087,0.452013686,0.893443325,20.13482324
1000,40,0.002,0.005,0.001,4e-05,32,0.001836044,0.000525208,1.374980877,0.418767105,0.158745588,91.36048044
500,30,0.005,0.005,0.001,3e-05,32,0.001825564,0.000543925,1.428877058,0.435679964,0.068000629,93.50074849
700,35,0.001,0.002,0.0007,4e-05,12,0.002275035,0.00067253,1.788676107,0.573194465,0.212852774,92.55253164
400,20,0.005,0.002,0.0007,3e-05,2,0.002235692,0.001093258,1.823111842,0.911507242,0.813451123,86.81854555
400,15,0.005,0.002,0.001,3e-05,32,0.001803891,0.000542208,1.424898803,0.434468276,0.068000629,93.85246444
1000,15,0.002,0.005,0.0007,3e-05,12,0.002312067,0.000676882,1.799833295,0.576651479,0.212852774,91.68324177
400,15,0.005,0.005,0.001,3e-05,2,0.001584159,0.000767035,1.278840958,0.639385647,0.813451123,89.02539126
800,15,0.001,0.005,0.0007,4e-05,4,0.00144234,0.000482954,1.197890443,0.447627809,0.893443325,2.109864881
400,30,0.002,0.005,0.0007,3e-05,4,0.001443899,0.000483395,1.199148328,0.447965241,0.893443325,35.11224879
600,30,0.005,0.002,0.0007,4e-05,10,0.002199354,0.000638103,1.750049412,0.566756291,0.5724306,92.73655732
400,40,0.002,0.005,0.001,4e-05,16,0.001708745,0.00053023,1.382154794,0.438278104,0.374476293,93.84433779
600,15,0.001,0.005,0.001,3e-05,10,0.001569728,0.000447003,1.224900465,0.39671019,0.5724306,92.91706219
600,20,0.005,0.002,0.0007,4e-05,8,0.002075294,0.00058538,1.678341467,0.551316812,0.351402273,91.76693333
800,30,0.001,0.001,0.001,4e-05,10,0.001594497,0.00044957,1.231296291,0.398431756,0.5724306,92.46375334
1000,20,0.005,0.005,0.001,4e-05,12,0.001663528,0.000474705,1.25945577,0.403609567,0.212852774,91.64000278
800,40,0.002,0.001,0.0007,4e-05,32,0.002514075,0.000744964,1.956121924,0.59559943,0.158745588,92.1289428
900,30,0.001,0.002,0.0007,4e-05,32,0.002529667,0.000746776,1.960275008,0.596983529,0.158745588,91.76657621
700,15,0.005,0.005,0.001,4e-05,32,0.001792048,0.000520672,1.364862282,0.415788397,0.158745588,92.44544737
800,30,0.005,0.001,0.0007,3e-05,2,0.002289251,0.001101026,1.835393397,0.917633104,0.813451123,87.93374166
800,35,0.002,0.005,0.001,3e-05,12,0.001643982,0.000472598,1.254783707,0.402098759,0.212852774,92.24663766
1000,15,0.002,0.005,0.001,4e-05,8,0.001472183,0.000410593,1.177352159,0.386565899,0.351402273,40.85361358
600,35,0.002,0.002,0.0007,3e-05,16,0.00230662,0.00069821,1.814038729,0.571780292,0.145569106,92.94277321
1000,25,0.005,0.001,0.001,3e-05,16,0.001713768,0.000496149,1.283992077,0.404259829,0.143697039,91.2687073
600,40,0.001,0.005,0.0007,4e-05,4,0.001464613,0.000490098,1.216306692,0.452044087,0.893443325,4.426986522
600,25,0.002,0.005,0.0007,3e-05,8,0.002075732,0.000585419,1.678530389,0.551325047,0.353627144,91.80138653
600,40,0.005,0.002,0.0007,3e-05,4,0.001458691,0.000488188,1.211407744,0.450924219,0.893443325,4.071684994
900,15,0.005,0.005,0.001,3e-05,2,0.001651197,0.000778062,1.296225878,0.648057453,0.813451123,89.17661623
900,40,0.005,0.005,0.0007,4e-05,4,0.0014268,0.000478105,1.1850373,0.444631267,0.893443325,1.721047245
400,15,0.002,0.002,0.0007,4e-05,32,0.00253618,0.000774193,2.03511614,0.620684001,0.068000629,93.95470899
500,15,0.002,0.002,0.0007,3e-05,16,0.002438157,0.000758872,1.979791207,0.627471098,0.369126,93.81961935
900,40,0.002,0.001,0.001,4e-05,32,0.001824528,0.000524012,1.37270978,0.417897629,0.158745588,91.71318913
800,25,0.005,0.001,0.0007,3e-05,32,0.00251447,0.000744984,1.956586007,0.595587207,0.158745588,92.06732728
600,20,0.005,0.002,0.001,3e-05,2,0.001611592,0.000770468,1.284146633,0.642033893,0.813451123,89.51728382
400,15,0.001,0.005,0.0007,3e-05,10,0.002163465,0.000634458,1.740742651,0.563854055,0.5724306,93.16044892
600,30,0.005,0.005,0.001,3e-05,16,0.001653016,0.000489574,1.269285925,0.40020859,0.143697039,92.85718336
700,20,0.001,0.002,0.001,3e-05,2,0.001624696,0.000772544,1.287402153,0.64365799,0.813451123,89.51669738
900,30,0.001,0.001,0.0007,3e-05,8,0.002087481,0.000587339,1.685396713,0.553054606,0.351402273,67.45065932
1000,20,0.002,0.001,0.001,4e-05,4,0.000978581,0.000328532,0.812805341,0.306895537,0.893443325,0.989685456
600,35,0.002,0.001,0.0007,3e-05,16,0.002453887,0.000760928,1.984190833,0.62868625,0.374476293,93.72715368
600,40,0.001,0.001,0.001,3e-05,8,0.001472633,0.00041014,1.175667447,0.385998514,0.353627144,92.38225188
900,25,0.005,0.002,0.001,4e-05,8,0.001478885,0.000411166,1.178836811,0.386973129,0.353627144,64.27995095
700,40,0.002,0.001,0.001,4e-05,16,0.00167225,0.000491649,1.27381189,0.40139102,0.143697039,92.4739979
800,35,0.002,0.001,0.0007,3e-05,10,0.002228116,0.000641495,1.759580191,0.569231476,0.5724306,92.347285
600,30,0.002,0.005,0.0007,4e-05,12,0.00225715,0.000670412,1.783287773,0.571705278,0.212852774,92.86839876
600,20,0.005,0.002,0.001,4e-05,2,0.001611223,0.000770284,1.283839008,0.641880088,0.813451123,89.5172957
700,20,0.005,0.002,0.0007,4e-05,32,0.002494381,0.000742668,1.950227743,0.594013662,0.158745588,92.48667804
400,40,0.005,0.001,0.001,4e-05,12,0.001577618,0.000466889,1.241666208,0.397954404,0.212852774,93.55352189
700,25,0.001,0.001,0.0007,3e-05,32,0.002495879,0.000742868,1.951367478,0.594067847,0.158745588,92.56183498
1000,40,0.005,0.002,0.0007,4e-05,8,0.002074813,0.000586211,1.681460018,0.552149638,0.351402273,37.81062754
900,25,0.005,0.002,0.001,3e-05,16,0.001701069,0.000494501,1.280048874,0.403341631,0.143697039,91.6244407
700,25,0.002,0.005,0.0007,4e-05,10,0.002212973,0.000639437,1.753374863,0.567943257,0.5724306,92.56301509
800,30,0.002,0.002,0.001,4e-05,8,0.001489806,0.000411527,1.178869843,0.387144665,0.353627144,92.38933823
600,20,0.002,0.002,0.0007,4e-05,12,0.002257942,0.00067064,1.783965979,0.571755698,0.212852774,92.8677071
600,30,0.001,0.002,0.001,4e-05,12,0.001615837,0.000469991,1.248658143,0.400219803,0.212852774,92.90733494
500,40,0.005,0.005,0.001,4e-05,16,0.00163198,0.000487717,1.265071159,0.3990131,0.143697039,93.31059803
600,35,0.002,0.001,0.001,3e-05,2,0.001607695,0.000768534,1.280919525,0.640420221,0.813451123,89.3570526
500,40,0.005,0.002,0.001,4e-05,32,0.001825311,0.000543938,1.42867417,0.435689809,0.068000629,93.5027418
700,20,0.002,0.002,0.0007,4e-05,16,0.002326118,0.00070071,1.818797524,0.57337157,0.143697039,92.5071695
900,25,0.002,0.001,0.0007,4e-05,16,0.00236052,0.000704761,1.829608245,0.57630046,0.145569106,91.71151415
600,15,0.005,0.005,0.0007,4e-05,4,0.001461996,0.000489247,1.214140631,0.451519015,0.893443325,4.267890815
500,25,0.002,0.001,0.0007,3e-05,2,0.00224764,0.001093809,1.823853841,0.911876199,0.813451123,87.56919731
800,15,0.002,0.002,0.0007,4e-05,32,0.00251331,0.000744809,1.955446921,0.595560916,0.158745588,92.12906661
900,35,0.002,0.001,0.001,3e-05,32,0.001824951,0.00052404,1.373062446,0.417899333,0.158745588,91.71323411
700,30,0.005,0.001,0.001,3e-05,8,0.001482387,0.000410875,1.177795737,0.386633517,0.351402273,92.38056791
500,40,0.005,0.001,0.0007,4e-05,8,0.002063083,0.00058431,1.675598243,0.550347773,0.351402273,91.48432943
600,20,0.002,0.005,0.001,4e-05,2,0.00161366,0.000771491,1.285851453,0.642886455,0.813451123,89.68757525
400,20,0.005,0.001,0.0007,4e-05,4,0.001442725,0.000483053,1.198174115,0.447674238,0.893443325,35.05855048
1000,35,0.005,0.001,0.001,4e-05,32,0.001836674,0.000525363,1.375814875,0.418784714,0.158745588,91.29352914
600,20,0.001,0.001,0.0007,4e-05,2,0.002262129,0.001096085,1.827477618,0.913685238,0.813451123,87.96218619
1000,25,0.002,0.002,0.0007,3e-05,2,0.002321409,0.001110029,1.850134446,0.924986484,0.813451123,87.92757758
900,20,0.002,0.005,0.001,3e-05,16,0.001700657,0.000494337,1.279510397,0.403324967,0.143697039,91.69094046
800,15,0.002,0.001,0.001,3e-05,4,0.00099813,0.000334455,0.828975059,0.310695365,0.893443325,1.385861254
900,35,0.002,0.002,0.0007,4e-05,8,0.002086474,0.00058719,1.684291101,0.552981484,0.351402273,69.25822874
400,20,0.002,0.005,0.001,4e-05,32,0.001803395,0.00054215,1.424388964,0.434461807,0.068000629,93.88108454
900,35,0.001,0.002,0.001,3e-05,10,0.00160327,0.000450298,1.233081368,0.399072608,0.5724306,92.26675289
700,15,0.001,0.002,0.0007,3e-05,16,0.002326765,0.000700774,1.819305392,0.573382785,0.143697039,92.52622699
900,35,0.005,0.002,0.0007,3e-05,10,0.002236639,0.000642297,1.761411418,0.570079493,0.5724306,92.10873914
500,40,0.005,0.002,0.0007,3e-05,4,0.001466339,0.000490644,1.217729402,0.452480904,0.893443325,35.28177713
500,30,0.002,0.001,0.0007,3e-05,12,0.002239933,0.000668973,1.780317371,0.570268906,0.212852774,93.21064404
900,25,0.002,0.001,0.001,3e-05,32,0.001824951,0.00052404,1.373062446,0.417899333,0.158745588,91.71323411
400,20,0.005,0.002,0.001,4e-05,2,0.001582118,0.000766019,1.277146229,0.638538287,0.813451123,88.94171133
500,35,0.002,0.005,0.001,4e-05,12,0.001597369,0.000468276,1.244633743,0.399088073,0.212852774,93.24243347
700,25,0.002,0.005,0.0007,4e-05,32,0.002494097,0.000742591,1.949872002,0.593998908,0.158745588,92.54198384
400,40,0.002,0.002,0.0007,3e-05,10,0.002163987,0.0006346,1.741212589,0.563895604,0.5724306,93.15077713
1000,30,0.001,0.002,0.0007,4e-05,16,0.002372177,0.000706422,1.83246154,0.57748772,0.143697039,91.38621529
700,15,0.005,0.001,0.0007,4e-05,2,0.002275865,0.001098433,1.831226636,0.915555574,0.813451123,87.99938392
400,25,0.001,0.005,0.001,3e-05,4,0.0010122,0.000338788,0.840597559,0.313505551,0.893443325,34.77802897
500,15,0.005,0.005,0.001,4e-05,12,0.001597253,0.00046827,1.244626186,0.399081815,0.212852774,93.20236033
500,35,0.005,0.001,0.001,3e-05,8,0.001460528,0.000409171,1.173175937,0.385248098,0.351402273,92.18058274
400,30,0.002,0.001,0.001,4e-05,12,0.001577693,0.000466891,1.241667398,0.397958147,0.212852774,93.58729881
1000,25,0.001,0.002,0.001,4e-05,10,0.00161079,0.000451086,1.234766582,0.399675563,0.5724306,92.07913597
1000,15,0.001,0.001,0.001,3e-05,32,0.00183751,0.000525429,1.376242713,0.418810377,0.158745588,91.38636887
700,35,0.001,0.002,0.0007,3e-05,2,0.00228331,0.001102126,1.837384893,0.91863515,0.813451123,88.30944777
800,30,0.002,0.002,0.001,3e-05,32,0.00180984,0.000522418,1.369158461,0.416887459,0.158745588,92.09366292
600,20,0.005,0.005,0.001,4e-05,12,0.001615078,0.000469823,1.248165982,0.400174919,0.212852774,92.84723783
800,40,0.005,0.005,0.001,3e-05,2,0.001639737,0.000775993,1.292959587,0.646431606,0.813451123,89.41687569
1000,35,0.005,0.002,0.0007,4e-05,12,0.002312137,0.000677091,1.800179988,0.576665365,0.212852774,91.62100285
700,35,0.001,0.005,0.0007,3e-05,12,0.002274782,0.000672345,1.788439951,0.573154508,0.212852774,92.55388349
900,35,0.001,0.002,0.0007,3e-05,2,0.002309727,0.00110751,1.846062097,0.922960883,0.813451123,88.15261348
1000,20,0.005,0.001,0.0007,4e-05,12,0.002313927,0.000677614,1.801758979,0.576760893,0.212852774,91.61576784
400,30,0.002,0.002,0.0007,4e-05,10,0.00216333,0.000634525,1.740665246,0.563872324,0.5724306,93.15023917
500,40,0.002,0.002,0.001,3e-05,10,0.001555042,0.000445832,1.222177683,0.395781757,0.5724306,93.13121615
900,20,0.002,0.001,0.0007,4e-05,10,0.002237972,0.000642678,1.762367011,0.570197661,0.5724306,92.1508802
900,35,0.005,0.001,0.001,4e-05,8,0.001478308,0.000411119,1.179050588,0.386960799,0.351402273,61.20987258
400,35,0.002,0.002,0.0007,3e-05,2,0.00223581,0.001093316,1.823208283,0.911555472,0.813451123,86.84918775
600,25,0.002,0.001,0.0007,4e-05,10,0.002200833,0.000638441,1.751159578,0.566863192,0.5724306,92.77103761
900,30,0.005,0.002,0.0007,4e-05,12,0.002301583,0.000675726,1.796721333,0.575622696,0.212852774,91.88317325
800,40,0.005,0.001,0.0007,4e-05,32,0.002513867,0.000744945,1.956083544,0.595584783,0.158745588,92.06725722
500,40,0.002,0.001,0.001,4e-05,10,0.00155531,0.000445969,1.222432542,0.395816589,0.5724306,93.12627726
900,35,0.005,0.001,0.001,3e-05,12,0.001656497,0.000474267,1.259069978,0.402992349,0.212852774,91.89620216
1000,20,0.001,0.005,0.001,3e-05,12,0.001664474,0.000474801,1.25992306,0.403653617,0.212852774,91.71995959
900,30,0.005,0.005,0.001,4e-05,4,0.000997107,0.000334081,0.828136384,0.310529887,0.893443325,1.185207911
1000,30,0.005,0.005,0.0007,3e-05,32,0.002543286,0.000748446,1.964615248,0.59822117,0.158745588,91.32073123
700,15,0.005,0.002,0.001,4e-05,32,0.001792335,0.00052073,1.365123895,0.415802938,0.158745588,92.44674877
400,35,0.001,0.001,0.0007,3e-05,32,0.00253729,0.000774329,2.036001677,0.620717331,0.068000629,93.96563342
800,30,0.005,0.005,0.001,4e-05,4,0.001005625,0.000336738,0.83517937,0.312182533,0.893443325,1.429298952
600,35,0.001,0.001,0.0007,3e-05,16,0.002453986,0.000760935,1.984207508,0.628692666,0.374476293,93.7355339
1000,25,0.001,0.002,0.001,3e-05,2,0.001658054,0.000778234,1.29634757,0.648107562,0.813451123,88.79685167
500,20,0.005,0.005,0.001,4e-05,2,0.001599221,0.000769188,1.282221213,0.6410739,0.813451123,89.50428103
800,30,0.005,0.001,0.0007,3e-05,10,0.002227744,0.000641459,1.759490632,0.569200465,0.5724306,92.30080079
1000,25,0.001,0.005,0.0007,4e-05,32,0.002543109,0.000748452,1.964201718,0.598252932,0.158745588,91.41330935
500,35,0.002,0.005,0.001,3e-05,10,0.001554595,0.000445717,1.221787913,0.395748673,0.5724306,93.13188396
600,25,0.001,0.005,0.001,4e-05,4,0.001023735,0.000342546,0.850153114,0.315794972,0.893443325,2.872428436
600,40,0.002,0.002,0.001,3e-05,2,0.001611654,0.000770498,1.284195121,0.642058186,0.813451123,89.56448563
700,20,0.001,0.002,0.001,4e-05,4,0.001012842,0.000339048,0.841144117,0.313581729,0.893443325,1.826114179
600,20,0.001,0.001,0.001,4e-05,12,0.001616716,0.000470245,1.249425318,0.400269498,0.212852774,92.90313786
1000,20,0.005,0.005,0.001,4e-05,10,0.001609551,0.00045085,1.234013743,0.399587952,0.5724306,92.01450705
800,40,0.001,0.001,0.001,4e-05,8,0.001489669,0.000411546,1.179494848,0.387197142,0.351402273,92.36566361
400,25,0.001,0.001,0.0007,4e-05,16,0.002420348,0.000757585,1.975197134,0.626169403,0.374476293,93.84940838
400,25,0.001,0.001,0.0007,4e-05,10,0.002164285,0.000634759,1.74143666,0.563943806,0.5724306,93.15730253
700,30,0.001,0.001,0.001,3e-05,2,0.001620148,0.000770292,1.283646671,0.64177987,0.813451123,89.27785356
500,35,0.001,0.002,0.001,3e-05,12,0.001598317,0.000468461,1.245407064,0.399129274,0.212852774,93.25584501
800,25,0.001,0.001,0.0007,3e-05,16,0.00234581,0.000703255,1.825454752,0.574940681,0.143697039,92.11438964
900,20,0.002,0.005,0.0007,3e-05,10,0.002236062,0.00064208,1.760643131,0.570044048,0.5724306,92.15934689
800,15,0.002,0.005,0.0007,4e-05,16,0.002342844,0.000702532,1.822959082,0.574813274,0.143697039,92.09705584
800,40,0.001,0.001,0.001,4e-05,10,0.001594497,0.00044957,1.231296291,0.398431756,0.5724306,92.46375334
500,25,0.002,0.001,0.001,4e-05,2,0.001593884,0.000766537,1.277798624,0.638862543,0.813451123,89.26505693
600,15,0.001,0.002,0.0007,4e-05,32,0.002580903,0.000778676,2.046420713,0.624031708,0.068000629,93.27245155
600,35,0.001,0.001,0.0007,3e-05,12,0.002259933,0.000671089,1.785610082,0.57185315,0.212852774,92.8793207
1000,35,0.002,0.002,0.0007,4e-05,10,0.002245369,0.000643364,1.763867577,0.570975319,0.5724306,91.97502565
600,35,0.005,0.001,0.001,4e-05,8,0.001471819,0.000410019,1.175205284,0.38595094,0.351402273,92.34105102
900,30,0.005,0.005,0.001,3e-05,32,0.001823822,0.000523843,1.372199009,0.417849134,0.158745588,91.64561211
1000,40,0.001,0.005,0.0007,4e-05,2,0.002326494,0.00111253,1.85430313,0.927072061,0.813451123,88.14689926
1000,15,0.002,0.002,0.0007,4e-05,8,0.002076798,0.000586355,1.681896199,0.552267107,0.351402273,39.89486774
500,20,0.005,0.005,0.0007,3e-05,10,0.002182715,0.000636307,1.745579061,0.565359562,0.5724306,92.94929331
900,30,0.005,0.001,0.0007,4e-05,10,0.002237544,0.000642633,1.762253571,0.570160546,0.5724306,92.10206958
800,40,0.005,0.005,0.0007,4e-05,12,0.002288254,0.000673923,1.792039667,0.574402384,0.212852774,92.17294378
700,20,0.001,0.005,0.0007,3e-05,32,0.002494752,0.000742635,1.950384571,0.594004791,0.158745588,92.56095774
900,35,0.001,0.005,0.0007,4e-05,32,0.002529146,0.000746671,1.959814284,0.596956879,0.158745588,91.76559194
500,25,0.005,0.001,0.0007,3e-05,16,0.002438471,0.00075936,1.980174657,0.627485033,0.374476293,93.79915652
500,35,0.001,0.001,0.0007,4e-05,4,0.001464448,0.000490059,1.21616087,0.452013686,0.893443325,20.13482324
900,25,0.002,0.005,0.0007,4e-05,12,0.002300886,0.000675457,1.795882172,0.575590081,0.212852774,91.9424475
800,20,0.001,0.001,0.001,4e-05,4,0.000998367,0.00033453,0.829168698,0.31067839,0.893443325,1.38961728
800,25,0.001,0.005,0.0007,4e-05,16,0.002342903,0.000702536,1.822965803,0.574817627,0.143697039,92.11767913
800,40,0.001,0.005,0.0007,3e-05,4,0.00144287,0.000483117,1.198332616,0.447820203,0.893443325,2.109456686
400,25,0.001,0.001,0.001,4e-05,16,0.001709291,0.000530352,1.382528373,0.438306296,0.374476293,93.85634643
800,25,0.005,0.005,0.0007,3e-05,12,0.002288893,0.000673995,1.792571703,0.574417667,0.212852774,92.17314865
600,20,0.002,0.002,0.001,3e-05,8,0.001472049,0.000410045,1.175175808,0.385942884,0.353627144,92.37983685
800,35,0.001,0.001,0.001,3e-05,4,0.000998731,0.000334642,0.829472657,0.310811799,0.893443325,1.389349454
800,20,0.005,0.005,0.001,3e-05,2,0.001639737,0.000775993,1.292959587,0.646431606,0.813451123,89.41687569
1000,40,0.002,0.005,0.001,4e-05,4,0.000990531,0.000332064,0.822700647,0.309274926,0.893443325,1.023317266
500,40,0.002,0.002,0.0007,3e-05,12,0.002238808,0.00066865,1.779364503,0.570198714,0.212852774,93.21398458
700,25,0.002,0.002,0.0007,4e-05,16,0.002326118,0.00070071,1.818797524,0.57337157,0.143697039,92.5071695
700,30,0.005,0.001,0.001,4e-05,32,0.001792801,0.000520822,1.365542698,0.415823757,0.158745588,92.44663804
900,35,0.001,0.005,0.001,4e-05,2,0.001650927,0.000777918,1.2959851,0.647937415,0.813451123,89.26821725
700,30,0.005,0.002,0.0007,4e-05,4,0.001446066,0.000484162,1.200963687,0.448323766,0.893443325,2.653063598
800,15,0.005,0.005,0.0007,4e-05,16,0.002342667,0.000702518,1.822936378,0.574799523,0.143697039,92.0355105
400,35,0.001,0.001,0.001,4e-05,16,0.001709291,0.000530352,1.382528373,0.438306296,0.374476293,93.85634643
900,20,0.002,0.001,0.001,4e-05,12,0.001656399,0.000474248,1.258766486,0.403003183,0.212852774,91.95372308
400,40,0.002,0.005,0.001,4e-05,4,0.0010118,0.000338667,0.840264421,0.313365941,0.893443325,34.78200147
600,35,0.002,0.002,0.001,3e-05,32,0.001844658,0.0005456,1.432878151,0.436813304,0.068000629,93.20933081
900,35,0.001,0.001,0.0007,4e-05,2,0.002300758,0.001103074,1.838664442,0.919260778,0.813451123,87.85378699
700,40,0.002,0.005,0.0007,4e-05,8,0.002086164,0.000586375,1.68089678,0.552210011,0.351402273,91.92703229
900,20,0.001,0.005,0.0007,3e-05,2,0.002314786,0.001110011,1.850232568,0.925046747,0.813451123,88.33022326
700,20,0.005,0.005,0.0007,3e-05,2,0.002287195,0.001104056,1.840605008,0.920245264,0.813451123,88.37978167
1000,15,0.001,0.002,0.001,4e-05,16,0.001712607,0.000495518,1.282699995,0.40423088,0.145569106,91.36409947
800,30,0.002,0.001,0.0007,3e-05,32,0.002514678,0.000745004,1.956624434,0.595601855,0.158745588,92.12901278
600,15,0.002,0.001,0.0007,4e-05,12,0.002259241,0.000671013,1.785075704,0.571833544,0.212852774,92.8636303
800,25,0.001,0.002,0.0007,4e-05,16,0.002343776,0.000702431,1.823719108,0.574862414,0.145569106,92.11715309
500,35,0.002,0.005,0.001,3e-05,8,0.001459988,0.000409059,1.172545676,0.385185155,0.351402273,92.21363259
500,25,0.005,0.001,0.0007,4e-05,8,0.002063083,0.00058431,1.675598243,0.550347773,0.351402273,91.48432943
