Irradiance,AmbientTemp,rload,cload,fc,f_samp,Inductor,Capacitor,Vpv_avg,Ipv_avg,DutyCycleActual,Vout_avg,Iout_avg,P_out,VoltageRipple_pp,VoltageRipple_rms,CurrentRipple_pp,CurrentRipple_rms,dV,dP,Efficiency,P_in,Pmpp,TimeDelay,k_sc
900,25,0.001,0.001,5000,160000,0.001,4e-05,30.38473931,6.199617969,0.425359151,12.21288335,-14.13272199,172.7897438,0.001824611,0.00052402,1.372723543,0.417902262,-0.006135536,0.039869863,91.73531058,188.3568527,188.3245968,0.158745588,32
900,25,0.001,0.002,5000,10000,0.0007,3e-05,26.66807171,6.913456771,0.257425743,12.19161576,-13.32650036,162.5274438,0.002309727,0.00110751,1.846062097,0.922960883,-0.003676947,-0.03103008,88.15261348,184.3705336,184.3394612,0.813451123,2
900,25,0.001,0.002,5000,10000,0.0007,4e-05,26.66807174,6.913456769,0.257425743,12.19161579,-13.32650356,162.5274693,0.002309197,0.001107245,1.845619879,0.922739784,-0.003676947,-0.031030081,88.15262721,184.3705338,184.3394614,0.813451123,2
900,25,0.001,0.002,5000,10000,0.001,3e-05,26.67590994,6.913033236,0.257425743,12.19457649,-13.46959525,164.294745,0.001647858,0.000776411,1.29347175,0.646680049,-0.003641857,-0.03076162,89.09046079,184.4133968,184.3825927,0.813451123,2
900,25,0.001,0.002,5000,10000,0.001,4e-05,26.67590996,6.913033235,0.257425743,12.1945765,-13.46959732,164.2947608,0.001647487,0.000776225,1.293161897,0.646525131,-0.003641857,-0.03076162,89.09046935,184.4133969,184.3825928,0.813451123,2
900,25,0.001,0.002,5000,20000,0.0007,3e-05,34.42988084,0.338855495,0.28358209,11.89427415,-0.480585328,3.669913641,0.001425366,0.000477703,1.183852216,0.444394302,-4.82e-05,0.007203554,1.714308131,214.0754963,225.0557532,0.893443325,4
900,25,0.001,0.002,5000,20000,0.0007,4e-05,34.42988085,0.338855492,0.28358209,11.89427485,-0.480611227,3.670631229,0.001424847,0.000477541,1.183419532,0.444203577,-4.82e-05,0.007203554,1.714643334,214.0754964,225.0557533,0.893443325,4
900,25,0.001,0.002,5000,20000,0.001,3e-05,34.44560166,0.249962099,0.28358209,11.89063848,-0.336598797,2.572402183,0.000996088,0.000333793,0.827294112,0.310356366,-3.31e-05,0.00666048,1.18065884,217.878535,225.8046414,0.893443325,4
900,25,0.001,0.002,5000,20000,0.001,4e-05,34.44560166,0.249962098,0.28358209,11.89063896,-0.336616533,2.572898751,0.000995725,0.00033368,0.826991417,0.310222998,-3.31e-05,0.00666048,1.18088675,217.878535,225.8046414,0.893443325,4
900,25,0.001,0.002,5000,40000,0.0007,3e-05,34.11627127,2.394738578,0.36159601,12.04750967,-6.257016563,74.89022884,0.002087807,0.000587311,1.68503205,0.553067348,-0.000782324,0.033440131,71.15923773,105.2431578,186.2185752,0.351402273,8
900,25,0.001,0.002,5000,40000,0.0007,4e-05,34.11627128,2.394738563,0.36159601,12.04750962,-6.25701704,74.88966933,0.002087103,0.000587242,1.684446113,0.553025617,-0.000782324,0.03344013,71.15870541,105.2431588,186.2185757,0.351402273,8
900,25,0.001,0.002,5000,40000,0.001,3e-05,34.11706178,2.390985242,0.36159601,12.04779565,-6.26756814,75.16578776,0.001481689,0.000411319,1.179696491,0.387123147,-0.000786727,0.033001349,71.24964858,105.4963628,186.3257411,0.351402273,8
900,25,0.001,0.002,5000,40000,0.001,4e-05,34.11706179,2.39098519,0.36159601,12.04779562,-6.267568327,75.16539431,0.001481196,0.000411271,1.179286049,0.387093952,-0.000786727,0.033001348,71.24927323,105.4963664,186.3257429,0.351402273,8
900,25,0.001,0.002,5000,50000,0.0007,3e-05,32.75161248,4.550147276,0.381237525,12.15550261,-11.29918075,137.3571432,0.002237181,0.000642351,1.761543097,0.570127304,-0.001954206,0.062171868,92.1736118,149.0200292,149.6280554,0.5724306,10
900,25,0.001,0.002,5000,50000,0.0007,4e-05,32.75161248,4.550147277,0.381237525,12.15550257,-11.29918103,137.3567318,0.002236518,0.000642275,1.760990538,0.570103727,-0.001954206,0.062171868,92.1733357,149.0200292,149.6280554,0.5724306,10
900,25,0.001,0.002,5000,50000,0.001,3e-05,32.75291403,4.548865158,0.381237525,12.15568419,-11.30799549,137.4626536,0.00160327,0.000450298,1.233081368,0.399072608,-0.001959255,0.062079583,92.26675289,148.9839507,149.5663794,0.5724306,10
900,25,0.001,0.002,5000,50000,0.001,4e-05,32.75291404,4.548865144,0.381237525,12.15568416,-11.30799559,137.4623644,0.001602805,0.000450245,1.232694252,0.399056115,-0.001959255,0.062079583,92.26655902,148.9839503,149.566379,0.5724306,10
900,25,0.001,0.002,5000,60000,0.0007,3e-05,31.70983546,5.442036349,0.400998336,12.19074379,-12.99993063,158.6875881,0.002302694,0.000675844,1.797356046,0.57567782,-0.002409435,0.046373314,91.9601883,172.5611823,173.1989278,0.212852774,12
900,25,0.001,0.002,5000,60000,0.0007,4e-05,31.70983547,5.442036343,0.400998336,12.19074375,-12.99993082,158.6872658,0.002302056,0.000675772,1.796824227,0.575662461,-0.002409435,0.046373314,91.96000159,172.5611821,173.1989276,0.212852774,12
900,25,0.001,0.002,5000,60000,0.001,3e-05,31.71108235,5.441128453,0.400998336,12.19084905,-13.00586104,158.6980387,0.001655817,0.000473972,1.258126774,0.402960998,-0.002413959,0.046446947,91.97797563,172.5391732,173.1620926,0.212852774,12
900,25,0.001,0.002,5000,60000,0.001,4e-05,31.7110823,5.44112849,0.400998336,12.19084902,-13.00586116,158.6978126,0.001655369,0.000473922,1.25775416,0.402950253,-0.002413959,0.046446946,91.9778441,172.5391741,173.1620935,0.212852774,12
900,25,0.001,0.002,5000,80000,0.0007,3e-05,30.38532143,6.20234631,0.420724095,12.21264345,-14.12957161,172.8837191,0.002359656,0.00070475,1.828782084,0.576241971,-0.002837191,0.020241537,91.73667724,188.4564868,188.7885174,0.143697039,16
900,25,0.001,0.002,5000,80000,0.0007,4e-05,30.38532143,6.20234631,0.420724095,12.21264342,-14.12957174,172.8834974,0.002359047,0.000704689,1.828275311,0.576233771,-0.002837191,0.020241537,91.73655961,188.4564868,188.7885174,0.143697039,16
900,25,0.001,0.002,5000,80000,0.001,3e-05,30.38656838,6.201808463,0.420724095,12.21269972,-14.13311445,172.8301263,0.001701374,0.000494528,1.280093045,0.403359276,-0.002840845,0.020296618,91.71243001,188.4478759,188.7738083,0.143697039,16
900,25,0.001,0.002,5000,80000,0.001,4e-05,30.3865684,6.201808454,0.420724095,12.2126997,-14.13311443,172.8299695,0.001700948,0.000494485,1.27973795,0.403353539,-0.002840845,0.020296618,91.71234686,188.4478758,188.7738082,0.143697039,16
900,25,0.001,0.002,5000,160000,0.0007,3e-05,30.38465862,6.202574464,0.425359151,12.21298426,-14.13844795,172.9423697,0.002530275,0.000746816,1.960781077,0.596985948,-0.003065634,0.019545726,91.76663959,188.4588675,188.4607599,0.158745588,32
900,25,0.001,0.002,5000,160000,0.0007,4e-05,30.38465862,6.202574462,0.425359151,12.21298425,-14.13844801,172.9422503,0.002529667,0.000746776,1.960275008,0.596983529,-0.003065634,0.019545727,91.76657621,188.4588675,188.4607598,0.158745588,32
900,25,0.001,0.002,5000,160000,0.001,3e-05,30.38583201,6.202069082,0.425359151,12.2129924,-14.13953057,172.8746701,0.001824493,0.00052394,1.372568671,0.417883023,-0.003065168,0.019617932,91.73464864,188.45079,188.4472311,0.158745588,32
900,25,0.001,0.002,5000,160000,0.001,4e-05,30.38583194,6.202069112,0.425359151,12.21299239,-14.13953047,172.8745845,0.001824067,0.000523913,1.372214021,0.417881327,-0.003065168,0.01961793,91.734603,188.4507905,188.4472316,0.158745588,32
900,25,0.001,0.005,5000,10000,0.0007,3e-05,26.61922623,6.916491128,0.257425743,12.19171572,-13.3345075,162.6265264,0.002314786,0.001110011,1.850232568,0.925046747,-0.001553132,-0.01303933,88.33022326,184.1119839,184.0989018,0.813451123,2
900,25,0.001,0.005,5000,10000,0.0007,4e-05,26.61922624,6.916491127,0.257425743,12.19171573,-13.33451021,162.6265457,0.002314255,0.001109745,1.849789348,0.924825148,-0.001553132,-0.01303933,88.3302337,184.1119839,184.0989018,0.813451123,2
900,25,0.001,0.005,5000,10000,0.001,3e-05,26.62606413,6.916127076,0.257425743,12.19466667,-13.47705661,164.3870351,0.001651299,0.000778104,1.296295631,0.648092673,-0.001538142,-0.012923516,89.26821083,184.1495798,184.1366132,0.813451123,2
900,25,0.001,0.005,5000,10000,0.001,4e-05,26.62606413,6.916127076,0.257425743,12.19466667,-13.47705837,164.3870469,0.001650927,0.000777918,1.2959851,0.647937415,-0.001538142,-0.012923516,89.26821725,184.1495798,184.1366132,0.813451123,2
900,25,0.001,0.005,5000,20000,0.0007,3e-05,34.47518465,0.339753915,0.28358209,11.8942396,-0.484294118,3.705628307,0.001431169,0.000479457,1.188656947,0.445558359,-2.01e-05,0.003079874,1.737558554,213.2663846,224.0608111,0.893443325,4
900,25,0.001,0.005,5000,20000,0.0007,4e-05,34.47518465,0.339753912,0.28358209,11.8942403,-0.484319914,3.706349984,0.001430646,0.000479295,1.188221007,0.445366949,-2.01e-05,0.003079874,1.737896945,213.2663847,224.0608111,0.893443325,4
900,25,0.001,0.005,5000,20000,0.001,3e-05,34.49051348,0.250571224,0.28358209,11.89060571,-0.339205414,2.597552443,0.001000146,0.000335024,0.830653999,0.311180073,-1.41e-05,0.002834616,1.19625401,217.1405422,224.8633035,0.893443325,4
900,25,0.001,0.005,5000,20000,0.001,4e-05,34.49051348,0.250571223,0.28358209,11.89060619,-0.339223082,2.598051887,0.000999781,0.000334911,0.830349037,0.311046223,-1.41e-05,0.002834616,1.196484019,217.1405423,224.8633036,0.893443325,4
900,25,0.001,0.005,5000,40000,0.0007,3e-05,34.12358075,2.417128209,0.36159601,12.04904898,-6.317267974,75.62469385,0.002087964,0.000587289,1.684792378,0.553070567,-0.000314709,0.013785181,73.63565766,102.7011861,184.6013928,0.351402273,8
900,25,0.001,0.005,5000,40000,0.0007,4e-05,34.12358075,2.417128203,0.36159601,12.04904893,-6.317268358,75.62413334,0.00208726,0.00058722,1.684205918,0.553028867,-0.000314709,0.01378518,73.63511164,102.7011865,184.601393,0.351402273,8
900,25,0.001,0.005,5000,40000,0.001,3e-05,34.12407659,2.41473068,0.36159601,12.04935228,-6.331328817,75.94302935,0.00148199,0.000411311,1.179544183,0.387127577,-0.000316781,0.013616618,73.8256074,102.8681402,184.6784535,0.351402273,8
900,25,0.001,0.005,5000,40000,0.001,4e-05,34.12407658,2.414730686,0.36159601,12.04935224,-6.331329142,75.94263767,0.001481497,0.000411263,1.179133378,0.387098404,-0.000316781,0.013616618,73.82522691,102.8681399,184.6784533,0.351402273,8
900,25,0.001,0.005,5000,50000,0.0007,3e-05,32.75054163,4.55178412,0.381237525,12.15547891,-11.3036012,137.4086712,0.002236193,0.000642092,1.760672861,0.570055729,-0.000777392,0.027044364,92.17565025,149.0726356,149.3454402,0.5724306,10
900,25,0.001,0.005,5000,50000,0.0007,4e-05,32.7505416,4.551784148,0.381237525,12.15547886,-11.30360143,137.4082586,0.002235528,0.000642017,1.760119266,0.570032202,-0.000777392,0.027044363,92.17537298,149.0726364,149.345441,0.5724306,10
900,25,0.001,0.005,5000,50000,0.001,3e-05,32.75130779,4.551029855,0.381237525,12.15568473,-11.31347485,137.5279199,0.001602614,0.000450122,1.232480355,0.399025549,-0.000779581,0.026927832,92.26877657,149.0514181,149.3110507,0.5724306,10
900,25,0.001,0.005,5000,50000,0.001,4e-05,32.75130779,4.551029853,0.381237525,12.1556847,-11.31347486,137.5276293,0.001602148,0.000450069,1.232092521,0.399009092,-0.000779581,0.026927832,92.26858159,149.051418,149.3110506,0.5724306,10
900,25,0.001,0.005,5000,60000,0.0007,3e-05,31.70946253,5.443085234,0.400998336,12.19070739,-13.00301954,158.7230538,0.002301641,0.00067554,1.796439044,0.575615306,-0.000959291,0.020468427,91.96191412,172.5965095,172.9059771,0.212852774,12
900,25,0.001,0.005,5000,60000,0.0007,4e-05,31.70946252,5.443085246,0.400998336,12.19070736,-13.00301977,158.7227309,0.002301001,0.000675468,1.79590592,0.575599991,-0.000959291,0.020468427,91.96172689,172.5965098,172.9059774,0.212852774,12
900,25,0.001,0.005,5000,60000,0.001,3e-05,31.71010435,5.442618086,0.400998336,12.19082525,-13.00969405,158.7432679,0.00165511,0.000473765,1.25749175,0.402920417,-0.000961248,0.0204503,91.97965887,172.5851888,172.8867039,0.212852774,12
900,25,0.001,0.005,5000,60000,0.001,4e-05,31.71010432,5.442618106,0.400998336,12.19082523,-13.00969418,158.7430411,0.001654661,0.000473715,1.257118232,0.402909704,-0.000961248,0.0204503,91.97952722,172.5851892,172.8867044,0.212852774,12
900,25,0.001,0.005,5000,80000,0.0007,3e-05,30.38600113,6.202824258,0.420724095,12.21259927,-14.13146022,172.905233,0.002358703,0.000704479,1.827957472,0.576194637,-0.001130875,0.009311244,91.73742408,188.4784043,188.6554395,0.143697039,16
900,25,0.001,0.005,5000,80000,0.0007,4e-05,30.38600113,6.202824259,0.420724095,12.21259924,-14.13146023,172.9050087,0.002358093,0.000704418,1.827449141,0.576186466,-0.001130875,0.009311244,91.73730505,188.4784043,188.6554395,0.143697039,16
900,25,0.001,0.005,5000,80000,0.001,3e-05,30.38656423,6.202581354,0.420724095,12.2126533,-14.13532041,172.8557746,0.001700731,0.000494344,1.279520683,0.403329425,-0.001132438,0.009303178,91.71307523,188.4745159,188.64802,0.143697039,16
900,25,0.001,0.005,5000,80000,0.001,4e-05,30.38656426,6.202581342,0.420724095,12.21265327,-14.13532038,172.8556167,0.001700304,0.000494301,1.279164507,0.403323709,-0.001132438,0.009303178,91.71299156,188.4745157,188.6480199,0.143697039,16
900,25,0.001,0.005,5000,160000,0.0007,3e-05,30.3861529,6.202747414,0.425359151,12.21293225,-14.1397054,172.9571027,0.002529756,0.000746711,1.96032206,0.596959289,-0.001223296,0.007551401,91.76565861,188.4769371,188.4500292,0.158745588,32
900,25,0.001,0.005,5000,160000,0.0007,4e-05,30.38615288,6.202747424,0.425359151,12.21293223,-14.13970505,172.9569772,0.002529146,0.000746671,1.959814284,0.596956879,-0.001223296,0.007551401,91.76559194,188.4769373,188.4500294,0.158745588,32
900,25,0.001,0.005,5000,160000,0.001,3e-05,30.38661945,6.202546254,0.425359151,12.21293573,-14.14111784,172.8933373,0.001824151,0.000523872,1.372250125,0.417867674,-0.001223221,0.007575587,91.73339305,188.4737189,188.4449069,0.158745588,32
900,25,0.001,0.005,5000,160000,0.001,4e-05,30.38661939,6.202546284,0.425359151,12.21293572,-14.14111779,172.8932518,0.001823724,0.000523845,1.371894291,0.417865984,-0.001223221,0.007575587,91.73334745,188.4737193,188.4449074,0.158745588,32
900,25,0.002,0.001,5000,10000,0.0007,3e-05,26.75581715,6.906720435,0.257425743,12.19129334,-13.3094522,162.3150899,0.002301239,0.001103317,1.83907081,0.919463841,-0.007359432,-0.062794998,87.83125148,184.8033441,184.7405079,0.813451123,2
900,25,0.002,0.001,5000,10000,0.0007,4e-05,26.75581722,6.906720431,0.257425743,12.19129337,-13.30945622,162.3151257,0.00230071,0.001103053,1.838630269,0.919243581,-0.007359432,-0.062794999,87.83127067,184.8033445,184.7405082,0.813451123,2
900,25,0.002,0.001,5000,10000,0.001,3e-05,26.76535637,6.906198573,0.257425743,12.1942783,-13.45345771,164.0937973,0.001642083,0.000773573,1.288740145,0.644312757,-0.007290309,-0.062275786,88.76885218,184.8551528,184.7928355,0.813451123,2
900,25,0.002,0.001,5000,10000,0.001,4e-05,26.7653564,6.906198571,0.257425743,12.19427832,-13.45346035,164.0938202,0.001641713,0.000773388,1.288431427,0.644158406,-0.007290309,-0.062275786,88.76886449,184.8551529,184.7928357,0.813451123,2
900,25,0.002,0.001,5000,20000,0.0007,3e-05,34.34724281,0.337162217,0.28358209,11.89410871,-0.473745574,3.604005093,0.001414734,0.000474516,1.175047914,0.442287214,-9.01e-05,0.013191651,1.673362832,215.3749936,226.7053778,0.893443325,4
900,25,0.002,0.001,5000,20000,0.0007,4e-05,34.34724281,0.337162216,0.28358209,11.89410942,-0.473771631,3.604714869,0.001414222,0.000474356,1.174621162,0.442097714,-9.01e-05,0.013191651,1.673692385,215.3749937,226.7053778,0.893443325,4
900,25,0.002,0.001,5000,20000,0.001,3e-05,34.36358976,0.248810599,0.28358209,11.89054432,-0.331791375,2.52599802,0.000988656,0.000331557,0.821140075,0.308866002,-5.91e-05,0.012192632,1.153099837,219.0615192,227.3697172,0.893443325,4
900,25,0.002,0.001,5000,20000,0.001,4e-05,34.36358976,0.248810598,0.28358209,11.89054481,-0.331809218,2.526489108,0.000988298,0.000331445,0.820841511,0.308733493,-5.91e-05,0.012192632,1.153324015,219.0615192,227.3697172,0.893443325,4
900,25,0.002,0.001,5000,40000,0.0007,3e-05,34.10133486,2.3378802,0.36159601,12.04352376,-6.104085008,73.02539226,0.002086841,0.000587287,1.68523872,0.553011663,-0.001521573,0.062078171,65.76680125,111.0368619,189.7328302,0.351402273,8
900,25,0.002,0.001,5000,40000,0.0007,4e-05,34.10133486,2.337880193,0.36159601,12.04352371,-6.104085528,73.02483302,0.002086138,0.000587218,1.684653728,0.552969892,-0.001521573,0.062078171,65.76629737,111.0368623,189.7328304,0.351402273,8
900,25,0.002,0.001,5000,40000,0.001,3e-05,34.10256221,2.332283594,0.36159601,12.04370546,-6.109897076,73.24254812,0.001480556,0.000411285,1.179802407,0.387077891,-0.001528374,0.061018261,65.7536257,111.389368,189.8596809,0.351402273,8
900,25,0.002,0.001,5000,40000,0.001,4e-05,34.10256221,2.332283589,0.36159601,12.04370543,-6.109897437,73.24215663,0.001480064,0.000411237,1.179392617,0.387048668,-0.001528374,0.061018261,65.75327404,111.3893684,189.8596811,0.351402273,8
900,25,0.002,0.001,5000,50000,0.0007,3e-05,32.75915848,4.540521275,0.381237525,12.15498901,-11.27427154,137.051805,0.002238633,0.000642754,1.762917819,0.570221324,-0.003915038,0.124805006,92.1511561,148.7249979,149.8328723,0.5724306,10
900,25,0.002,0.001,5000,50000,0.0007,4e-05,32.75915849,4.540521269,0.381237525,12.15498897,-11.27427182,137.0513945,0.002237972,0.000642678,1.762367011,0.570197661,-0.003915038,0.124805006,92.1508802,148.7249978,149.8328722,0.5724306,10
900,25,0.002,0.001,5000,50000,0.001,3e-05,32.76135964,4.538347646,0.381237525,12.15513211,-11.28129704,137.1341284,0.001604191,0.000450569,1.234026811,0.399133168,-0.003923702,0.124701464,92.24449631,148.6637511,149.7209469,0.5724306,10
900,25,0.002,0.001,5000,50000,0.001,4e-05,32.7613596,4.538347682,0.381237525,12.15513209,-11.28129727,137.1338414,0.001603727,0.000450516,1.233640905,0.399116614,-0.003923702,0.124701463,92.24430264,148.6637521,149.7209479,0.5724306,10
900,25,0.002,0.001,5000,60000,0.0007,3e-05,31.71710489,5.433870087,0.400998336,12.19033613,-12.9790314,158.430369,0.002304279,0.000676328,1.798820396,0.57576141,-0.004827025,0.092694291,91.9359358,172.3269226,173.4825511,0.212852774,12
900,25,0.002,0.001,5000,60000,0.0007,4e-05,31.71710487,5.433870098,0.400998336,12.1903361,-12.97903165,158.430049,0.002303643,0.000676256,1.798290772,0.575745976,-0.004827025,0.092694291,91.93574997,172.3269229,173.4825513,0.212852774,12
900,25,0.002,0.001,5000,60000,0.001,3e-05,31.71935993,5.432223328,0.400998336,12.19041835,-12.98371727,158.4244629,0.001656845,0.000474299,1.259137577,0.40301398,-0.004834822,0.092922888,91.95385382,172.2869204,173.4134276,0.212852774,12
900,25,0.002,0.001,5000,60000,0.001,4e-05,31.71935992,5.432223334,0.400998336,12.19041833,-12.98371738,158.4242378,0.001656399,0.000474248,1.258766486,0.403003183,-0.004834822,0.092922888,91.95372308,172.2869205,173.4134277,0.212852774,12
900,25,0.002,0.001,5000,80000,0.0007,3e-05,30.39140061,6.196916735,0.42125,12.21238729,-14.11545717,172.7092357,0.002361125,0.000704821,1.830112404,0.57630871,-0.005681502,0.040329384,91.71163082,188.3177021,188.8868066,0.145569106,16
900,25,0.002,0.001,5000,80000,0.0007,4e-05,30.3914006,6.19691674,0.42125,12.21238726,-14.11545729,172.7090161,0.00236052,0.000704761,1.829608245,0.57630046,-0.005681502,0.040329384,91.71151415,188.3177022,188.8868066,0.145569106,16
900,25,0.002,0.001,5000,80000,0.001,3e-05,30.3937614,6.195894311,0.420724095,12.2124323,-14.11849342,172.648832,0.001702345,0.000494821,1.2810132,0.403399998,-0.00568796,0.040518039,91.68756964,188.3012416,188.858152,0.143697039,16
900,25,0.002,0.001,5000,80000,0.001,4e-05,30.39376141,6.195894305,0.420724095,12.21243228,-14.11849342,172.6486769,0.001701921,0.000494779,1.280659916,0.403394226,-0.00568796,0.040518039,91.68748729,188.3012415,188.8581519,0.143697039,16
900,25,0.002,0.001,5000,160000,0.0007,3e-05,30.38940114,6.19758634,0.425359151,12.21274487,-14.12522883,172.7773374,0.002531006,0.000746972,1.961496462,0.597017911,-0.006129164,0.039842874,91.7447551,188.3239398,188.2449399,0.158745588,32
900,25,0.002,0.001,5000,160000,0.0007,4e-05,30.38940109,6.19758636,0.425359151,12.21274486,-14.12522881,172.7772187,0.002530402,0.000746933,1.960993253,0.597015477,-0.006129164,0.039842872,91.74469192,188.3239402,188.2449402,0.158745588,32
900,25,0.002,0.001,5000,160000,0.001,3e-05,30.39172034,6.196585228,0.425359151,12.21274503,-14.12579318,172.7032478,0.001824951,0.00052404,1.373062446,0.417899333,-0.006127298,0.04006252,91.71323411,188.3078811,188.217236,0.158745588,32
900,25,0.002,0.001,5000,160000,0.001,4e-05,30.39172038,6.19658521,0.425359151,12.21274502,-14.12579303,172.7031629,0.001824528,0.000524012,1.37270978,0.417897629,-0.006127298,0.040062521,91.71318913,188.3078808,188.2172357,0.158745588,32
900,25,0.002,0.002,5000,10000,0.0007,3e-05,26.67472367,6.913048045,0.257425743,12.19159861,-13.32565862,162.5169519,0.002309681,0.001107489,1.846027763,0.922943623,-0.003818532,-0.032249701,88.13007341,184.4057829,184.373491,0.813451123,2
900,25,0.002,0.002,5000,10000,0.0007,4e-05,26.67472371,6.913048044,0.257425743,12.19159863,-13.32566182,162.5169774,0.002309151,0.001107224,1.845585553,0.922722529,-0.003818532,-0.032249701,88.13008718,184.4057831,184.3734912,0.813451123,2
900,25,0.002,0.002,5000,10000,0.001,3e-05,26.68262733,6.912619819,0.257425743,12.19455944,-13.46875201,164.2842318,0.001647832,0.0007764,1.29345444,0.6466713,-0.003782095,-0.031971052,89.06758127,184.448965,184.4169515,0.813451123,2
900,25,0.002,0.002,5000,10000,0.001,4e-05,26.68262735,6.912619818,0.257425743,12.19455946,-13.46875409,164.2842478,0.001647461,0.000776214,1.293144591,0.646516383,-0.003782095,-0.031971052,89.06758989,184.4489651,184.4169516,0.813451123,2
900,25,0.002,0.002,5000,20000,0.0007,3e-05,34.42196834,0.338676153,0.28358209,11.89425588,-0.479912572,3.663437388,0.001424404,0.000477407,1.183055351,0.444211236,-4.79e-05,0.007231717,1.710195902,214.2115639,225.2234381,0.893443325,4
900,25,0.002,0.002,5000,20000,0.0007,4e-05,34.42196834,0.33867615,0.28358209,11.89425658,-0.479938463,3.664154032,0.001423885,0.000477245,1.182623178,0.444020591,-4.79e-05,0.007231717,1.710530451,214.211564,225.2234381,0.893443325,4
900,25,0.002,0.002,5000,20000,0.001,3e-05,34.43771824,0.249842048,0.28358209,11.89064335,-0.336127774,2.567861332,0.000995419,0.000333586,0.826740511,0.310227869,-3.28e-05,0.006665591,1.177903043,218.002776,225.9640637,0.893443325,4
900,25,0.002,0.002,5000,20000,0.001,4e-05,34.43771824,0.249842045,0.28358209,11.89064384,-0.336145498,2.568357167,0.000995057,0.000333474,0.826438168,0.310094559,-3.28e-05,0.006665591,1.178130486,218.0027761,225.9640637,0.893443325,4
900,25,0.002,0.002,5000,40000,0.0007,3e-05,34.11243096,2.375221907,0.36159601,12.04616857,-6.204604108,74.25058076,0.002087177,0.000587259,1.684876938,0.553023206,-0.000768752,0.032317969,69.25875193,107.2075062,187.4719163,0.351402273,8
900,25,0.002,0.002,5000,40000,0.0007,4e-05,34.11243097,2.375221883,0.36159601,12.04616852,-6.204604563,74.25002095,0.002086474,0.00058719,1.684291101,0.552981484,-0.000768752,0.032317969,69.25822874,107.2075078,187.4719171,0.351402273,8
900,25,0.002,0.002,5000,40000,0.001,3e-05,34.11323469,2.371491582,0.3625,12.04645606,-6.215217313,74.52682893,0.001481108,0.000411334,1.179581654,0.387092082,-0.000773213,0.031841924,69.35769924,107.4528563,187.570658,0.353627144,8
900,25,0.002,0.002,5000,40000,0.001,4e-05,34.11323469,2.371491597,0.3625,12.04645602,-6.215217641,74.52643717,0.001480616,0.000411286,1.179171278,0.387062894,-0.000773213,0.031841924,69.35733535,107.4528553,187.5706574,0.353627144,8
900,25,0.002,0.002,5000,50000,0.0007,3e-05,32.75655026,4.545234245,0.381237525,12.15522916,-11.28692183,137.2050593,0.002237046,0.000642337,1.761510247,0.570115282,-0.001947664,0.065950597,92.15723216,148.8814888,149.5116149,0.5724306,10
900,25,0.002,0.002,5000,50000,0.0007,4e-05,32.75655025,4.545234247,0.381237525,12.15522912,-11.2869222,137.204649,0.002236382,0.000642261,1.760957707,0.570091705,-0.001947664,0.065950597,92.15695652,148.8814889,149.511615,0.5724306,10
900,25,0.002,0.002,5000,50000,0.001,3e-05,32.75785065,4.543951751,0.381237525,12.15541091,-11.29573966,137.3105946,0.001603143,0.000450286,1.23305575,0.399064028,-0.001952725,0.065744138,92.25049274,148.845378,149.445229,0.5724306,10
900,25,0.002,0.002,5000,50000,0.001,4e-05,32.75785064,4.543951755,0.381237525,12.15541088,-11.29573985,137.3103066,0.001602678,0.000450233,1.232668644,0.399047535,-0.001952725,0.065744139,92.25029914,148.8453781,149.4452291,0.5724306,10
900,25,0.002,0.002,5000,60000,0.0007,3e-05,31.71587756,5.437599595,0.400998336,12.19052005,-12.98929232,158.5549983,0.002302576,0.000675833,1.797330454,0.575667857,-0.002403591,0.049618519,91.9408384,172.4532874,173.1537352,0.212852774,12
900,25,0.002,0.002,5000,60000,0.0007,4e-05,31.71587756,5.437599594,0.400998336,12.19052002,-12.98929253,158.5546761,0.002301938,0.000675761,1.796798654,0.575652497,-0.002403591,0.049618519,91.94065161,172.4532873,173.1537352,0.212852774,12
900,25,0.002,0.002,5000,60000,0.001,3e-05,31.71712677,5.43668803,0.400998336,12.19062712,-12.99521847,158.5654126,0.001655705,0.000473962,1.258106977,0.402953963,-0.002408112,0.049632556,91.9586753,172.4311623,173.113646,0.212852774,12
900,25,0.002,0.002,5000,60000,0.001,4e-05,31.71712674,5.436688052,0.400998336,12.19062709,-12.99521861,158.5651867,0.001655258,0.000473912,1.257734373,0.402943219,-0.002408112,0.049632555,91.95854399,172.4311628,173.1136465,0.212852774,12
900,25,0.002,0.002,5000,80000,0.0007,3e-05,30.39229984,6.199310514,0.420724095,12.21250472,-14.12263269,172.7970166,0.002359577,0.000704743,1.828768493,0.576235772,-0.002833243,0.022296547,91.71453561,188.4074487,188.7904105,0.143697039,16
900,25,0.002,0.002,5000,80000,0.0007,4e-05,30.39229983,6.199310518,0.420724095,12.21250469,-14.12263279,172.7967947,0.002358968,0.000704682,1.828261736,0.576227571,-0.002833243,0.022296546,91.71441779,188.4074488,188.7904106,0.143697039,16
900,25,0.002,0.002,5000,80000,0.001,3e-05,30.393546,6.198771208,0.420724095,12.21256108,-14.12617734,172.7434449,0.001701299,0.000494521,1.28008213,0.403354875,-0.002836892,0.022320232,91.69032003,188.3987806,188.7739196,0.143697039,16
